,ABUNDANCE,GENUS_SPECIES,PLOT,YEAR
50066,1,Melanogrammus aeglefinus,164,1995
50076,1,Eutrigla gurnardus,164,1999
50077,3,Echinoidea,164,1995
50081,3,Crystallogobius linearis,164,1999
50082,3,Crystallogobius linearis,164,2000
50083,3,Crystallogobius linearis,164,2005
50084,4,Crystallogobius linearis,164,1995
50099,1,Pollachius pollachius,164,2006
50107,2,Pollachius pollachius,164,1996
50112,3,Pollachius pollachius,164,2007
50118,4,Pollachius pollachius,164,1998
50141,2,Pollachius pollachius,164,1999
50153,3,Manetyngel unknown,164,2007
50154,3,Manetyngel unknown,164,2008
50160,1,Labrus bimaculatus,164,2007
50168,1,Pleuronectes platessa,164,1995
50170,2,Pleuronectes platessa,164,2003
50225,3,Pomatoschistus minutus,164,1995
50226,3,Pomatoschistus minutus,164,1996
50227,3,Pomatoschistus minutus,164,1997
50228,3,Pomatoschistus minutus,164,1998
50229,3,Pomatoschistus minutus,164,1999
50230,3,Pomatoschistus minutus,164,2000
50231,3,Pomatoschistus minutus,164,2001
50232,3,Pomatoschistus minutus,164,2002
50233,3,Pomatoschistus minutus,164,2003
50234,3,Pomatoschistus minutus,164,2004
50235,3,Pomatoschistus minutus,164,2005
50236,3,Pomatoschistus minutus,164,2006
50237,3,Pomatoschistus minutus,164,2007
50238,3,Pomatoschistus minutus,164,2008
50254,2,Limanda limanda,164,1995
50258,2,Pollachius virens,164,2000
50259,5,Pollachius virens,164,1995
50262,1,Clupea harengus,164,2006
50264,2,Clupea harengus,164,2002
50276,1,Salmo trutta,164,1996
50277,1,Salmo trutta,164,1998
50278,1,Salmo trutta,164,2003
50285,4,Salmo trutta,164,2006
50288,7,Salmo trutta,164,2008
50291,2,Polioptila caerulea,164,2004
50296,3,Polioptila caerulea,164,1996
50297,3,Polioptila caerulea,164,2000
50316,1,Platichthys flesus,164,1996
50317,1,Platichthys flesus,164,1997
50318,1,Platichthys flesus,164,2002
50319,1,Platichthys flesus,164,2008
50323,2,Platichthys flesus,164,2000
50332,3,Platichthys flesus,164,2001
50333,3,Platichthys flesus,164,2003
50336,1,Scophthalmus rhombus,164,1997
50337,1,Scophthalmus rhombus,164,2008
50338,1,Gasterosteidae,164,2007
50350,2,Gasterosteidae,164,1995
50351,2,Gasterosteidae,164,1999
50352,2,Gasterosteidae,164,2000
50353,2,Gasterosteidae,164,2002
50354,2,Gasterosteidae,164,2003
50355,2,Gasterosteidae,164,2006
50356,2,Gasterosteidae,164,2008
50385,3,Gasterosteidae,164,1996
50395,1,Carcinus maenas,164,1995
50396,1,Carcinus maenas,164,1999
50397,1,Carcinus maenas,164,2005
50398,1,Carcinus maenas,164,2008
50418,2,Palaemon adspersus,164,1998
50419,2,Palaemon adspersus,164,1999
50441,3,Palaemon adspersus,164,1996
50442,3,Palaemon adspersus,164,1997
50443,3,Palaemon adspersus,164,2000
50444,3,Palaemon adspersus,164,2002
50454,4,Palaemon adspersus,164,1995
50469,2,Trisopterus minutus,164,2005
50489,1,Trachurus trachurus,164,1998
50490,1,Trachurus trachurus,164,2007
50498,3,Trachurus trachurus,164,1999
50499,4,Trachurus trachurus,164,2001
50500,4,Trachurus trachurus,164,2002
50505,5,Trachurus trachurus,164,1997
50506,5,Trachurus trachurus,164,2006
50507,2,Gobiusculus flavescens,164,1996
50508,2,Gobiusculus flavescens,164,2000
50531,3,Gobiusculus flavescens,164,2008
50541,4,Gobiusculus flavescens,164,1995
50542,4,Gobiusculus flavescens,164,1997
50543,4,Gobiusculus flavescens,164,1998
50544,4,Gobiusculus flavescens,164,1999
50545,4,Gobiusculus flavescens,164,2002
50546,4,Gobiusculus flavescens,164,2005
50547,4,Gobiusculus flavescens,164,2007
50554,5,Gobiusculus flavescens,164,2004
50565,1,Sygnathus typhle,164,1997
50566,1,Sygnathus typhle,164,1998
50567,1,Sygnathus typhle,164,2002
50568,1,Sygnathus typhle,164,2005
50569,1,Sygnathus typhle,164,2006
50570,1,Sygnathus typhle,164,2007
50602,3,Sygnathus typhle,164,1995
50603,3,Sygnathus typhle,164,2003
50604,3,Sygnathus typhle,164,2008
50615,1,Spinachia spinachia,164,2007
50618,2,Spinachia spinachia,164,1995
50619,2,Spinachia spinachia,164,2005
50635,1,Gadus morhua,164,2001
50636,1,Gadus morhua,164,2002
50637,1,Gadus morhua,164,2006
50649,4,Gadus morhua,164,1999
50650,4,Gadus morhua,164,2008
50667,11,Gadus morhua,164,1997
50673,15,Gadus morhua,164,1995
50689,23,Gadus morhua,164,2003
50697,44,Gadus morhua,164,2005
50698,48,Gadus morhua,164,2000
50705,78,Gadus morhua,164,1998
50706,82,Gadus morhua,164,2007
50718,222,Gadus morhua,164,1996
50721,1,Solea solea,164,2001
50726,1,Scorpaenidae,164,1995
50727,1,Scorpaenidae,164,1997
51206,1,Anguilla anguilla,171,1996
51207,1,Anguilla anguilla,171,2006
51223,3,Ctenolabrus rupestris,171,1995
51224,3,Ctenolabrus rupestris,171,1996
51225,3,Ctenolabrus rupestris,171,1997
51226,3,Ctenolabrus rupestris,171,1998
51227,3,Ctenolabrus rupestris,171,1999
51228,3,Ctenolabrus rupestris,171,2000
51229,3,Ctenolabrus rupestris,171,2001
51230,3,Ctenolabrus rupestris,171,2002
51231,3,Ctenolabrus rupestris,171,2003
51232,3,Ctenolabrus rupestris,171,2004
51233,3,Ctenolabrus rupestris,171,2005
51234,3,Ctenolabrus rupestris,171,2006
51235,3,Ctenolabrus rupestris,171,2007
51236,3,Ctenolabrus rupestris,171,2008
51251,1,Labrus bergylta,171,1998
51252,1,Labrus bergylta,171,2000
51253,1,Labrus bergylta,171,2005
51254,1,Labrus bergylta,171,2008
51256,2,Labrus bergylta,171,1997
51257,2,Labrus bergylta,171,2007
51262,3,Labrus bergylta,171,1999
51263,3,Labrus bergylta,171,2003
51267,4,Labrus bergylta,171,1995
51272,6,Labrus bergylta,171,2004
51273,6,Labrus bergylta,171,2006
51275,7,Labrus bergylta,171,1996
51278,1,Cyanea capillata,171,2001
51279,1,Cyanea capillata,171,2008
51283,2,Cyanea capillata,171,1995
51284,3,Cyanea capillata,171,2003
51285,5,Cyanea capillata,171,2005
51288,1,Sprattus sprattus,171,2000
51289,1,Sprattus sprattus,171,2008
51292,3,Sprattus sprattus,171,2007
51293,4,Sprattus sprattus,171,1999
51294,4,Sprattus sprattus,171,2001
51296,2,Aurelia aurita,171,1995
51300,1,Centrolabrus exoletus,171,1997
51301,1,Centrolabrus exoletus,171,1999
51302,1,Centrolabrus exoletus,171,2000
51304,3,Centrolabrus exoletus,171,2003
51305,3,Centrolabrus exoletus,171,2004
51306,3,Centrolabrus exoletus,171,2006
51310,5,Centrolabrus exoletus,171,2005
51318,3,Symphodus melops,171,1996
51321,4,Symphodus melops,171,2002
51326,5,Symphodus melops,171,1995
51327,5,Symphodus melops,171,1997
51328,5,Symphodus melops,171,1998
51329,5,Symphodus melops,171,1999
51330,5,Symphodus melops,171,2000
51331,5,Symphodus melops,171,2001
51332,5,Symphodus melops,171,2003
51333,5,Symphodus melops,171,2004
51334,5,Symphodus melops,171,2005
51335,5,Symphodus melops,171,2006
51336,5,Symphodus melops,171,2007
51337,5,Symphodus melops,171,2008
51346,3,Merlangius merlangus,171,1996
51347,2,Merlangius merlangus,171,2008
51349,3,Merlangius merlangus,171,2003
51352,6,Merlangius merlangus,171,1999
51353,6,Merlangius merlangus,171,2002
51356,8,Merlangius merlangus,171,1995
51360,10,Merlangius merlangus,171,2000
51361,12,Merlangius merlangus,171,2007
51364,16,Merlangius merlangus,171,2004
51365,17,Merlangius merlangus,171,1997
51369,22,Merlangius merlangus,171,2001
51371,34,Merlangius merlangus,171,2005
51373,35,Merlangius merlangus,171,2006
51375,59,Merlangius merlangus,171,1998
51380,1,Echinoidea,171,1998
51381,3,Echinoidea,171,1997
51384,3,Crystallogobius linearis,171,1997
51385,3,Crystallogobius linearis,171,2000
51386,4,Crystallogobius linearis,171,2006
51394,2,Pollachius pollachius,171,1995
51395,1,Pollachius pollachius,171,2007
51400,4,Pollachius pollachius,171,1998
51403,2,Pollachius pollachius,171,1999
51404,5,Pollachius pollachius,171,2000
51405,2,Manetyngel unknown,171,2000
51406,2,Manetyngel unknown,171,2008
51411,2,Labrus bimaculatus,171,2005
51430,3,Pomatoschistus minutus,171,1995
51431,3,Pomatoschistus minutus,171,1996
51432,3,Pomatoschistus minutus,171,1997
51433,3,Pomatoschistus minutus,171,1998
51434,3,Pomatoschistus minutus,171,1999
51435,3,Pomatoschistus minutus,171,2000
51436,3,Pomatoschistus minutus,171,2001
51437,3,Pomatoschistus minutus,171,2002
51438,3,Pomatoschistus minutus,171,2003
51439,3,Pomatoschistus minutus,171,2004
51440,3,Pomatoschistus minutus,171,2005
51441,3,Pomatoschistus minutus,171,2006
51442,3,Pomatoschistus minutus,171,2007
51443,3,Pomatoschistus minutus,171,2008
51454,2,Pollachius virens,171,1997
51455,3,Pollachius virens,171,2000
51456,1,Pollachius virens,171,2001
51457,2,Clupea harengus,171,1997
51458,2,Clupea harengus,171,1999
51459,2,Clupea harengus,171,2007
51461,3,Clupea harengus,171,2001
51463,1,Salmo trutta,171,2007
51469,3,Polioptila caerulea,171,1997
51471,2,Asteroidea,171,2008
51474,1,Scophthalmus rhombus,171,2007
51476,1,Gasterosteidae,171,2005
51480,2,Gasterosteidae,171,2008
51487,1,Carcinus maenas,171,1996
51488,1,Carcinus maenas,171,2002
51490,2,Carcinus maenas,171,2001
51492,3,Carcinus maenas,171,1995
51493,3,Carcinus maenas,171,1999
51495,2,Palaemon adspersus,171,2007
51496,2,Palaemon adspersus,171,2008
51505,3,Palaemon adspersus,171,1995
51506,3,Palaemon adspersus,171,1996
51507,3,Palaemon adspersus,171,2000
51508,3,Palaemon adspersus,171,2003
51509,3,Palaemon adspersus,171,2004
51510,3,Palaemon adspersus,171,2005
51515,4,Palaemon adspersus,171,1997
51516,4,Palaemon adspersus,171,2001
51517,4,Palaemon adspersus,171,2002
51520,5,Palaemon adspersus,171,1998
51524,4,Trisopterus minutus,171,1998
51525,1,Trachurus trachurus,171,2006
51526,1,Trachurus trachurus,171,2007
51529,2,Trachurus trachurus,171,2001
51531,3,Trachurus trachurus,171,1998
51532,4,Trachurus trachurus,171,1997
51533,4,Trachurus trachurus,171,2003
51534,4,Trachurus trachurus,171,2004
51535,2,Gobiusculus flavescens,171,2007
51541,3,Gobiusculus flavescens,171,1996
51542,3,Gobiusculus flavescens,171,1997
51543,3,Gobiusculus flavescens,171,2000
51544,3,Gobiusculus flavescens,171,2002
51545,3,Gobiusculus flavescens,171,2004
51546,3,Gobiusculus flavescens,171,2005
51551,4,Gobiusculus flavescens,171,2003
51552,4,Gobiusculus flavescens,171,2006
51553,4,Gobiusculus flavescens,171,2008
51564,1,Sygnathus typhle,171,2003
51565,1,Sygnathus typhle,171,2008
51569,3,Sygnathus typhle,171,1997
51571,1,Pholis gunnellus,171,1999
51572,1,Pholis gunnellus,171,2006
51579,1,Spinachia spinachia,171,1998
51580,1,Spinachia spinachia,171,2000
51581,1,Spinachia spinachia,171,2001
51582,1,Spinachia spinachia,171,2005
51587,2,Spinachia spinachia,171,1996
51588,2,Spinachia spinachia,171,1999
51594,5,Gadus morhua,171,1995
51595,1,Gadus morhua,171,1997
51596,1,Gadus morhua,171,2001
51597,1,Gadus morhua,171,2006
51601,4,Gadus morhua,171,2000
51602,3,Gadus morhua,171,1996
51607,6,Gadus morhua,171,2007
51610,8,Gadus morhua,171,2003
51611,9,Gadus morhua,171,1998
51616,1,Scorpaenidae,171,1999
52328,1,Anguilla anguilla,174,2006
52341,3,Ctenolabrus rupestris,174,1995
52342,3,Ctenolabrus rupestris,174,1996
52343,3,Ctenolabrus rupestris,174,1997
52344,3,Ctenolabrus rupestris,174,1998
52345,3,Ctenolabrus rupestris,174,1999
52346,3,Ctenolabrus rupestris,174,2000
52347,3,Ctenolabrus rupestris,174,2001
52348,3,Ctenolabrus rupestris,174,2002
52349,3,Ctenolabrus rupestris,174,2003
52350,3,Ctenolabrus rupestris,174,2004
52351,3,Ctenolabrus rupestris,174,2005
52352,3,Ctenolabrus rupestris,174,2006
52353,3,Ctenolabrus rupestris,174,2007
52354,3,Ctenolabrus rupestris,174,2008
52365,1,Labrus bergylta,174,1995
52366,1,Labrus bergylta,174,1997
52367,1,Labrus bergylta,174,1998
52368,1,Labrus bergylta,174,1999
52369,1,Labrus bergylta,174,2005
52370,1,Labrus bergylta,174,2006
52371,1,Labrus bergylta,174,2008
52373,2,Labrus bergylta,174,1996
52374,1,Cyanea capillata,174,1998
52376,2,Cyanea capillata,174,2003
52377,2,Cyanea capillata,174,2008
52379,2,Sprattus sprattus,174,1996
52380,2,Sprattus sprattus,174,1997
52381,2,Sprattus sprattus,174,2001
52382,2,Sprattus sprattus,174,2003
52383,2,Sprattus sprattus,174,2004
52385,3,Sprattus sprattus,174,2008
52390,1,Callionymus lyra,174,1996
52391,1,Callionymus lyra,174,1998
52392,1,Callionymus lyra,174,2007
52395,1,Centrolabrus exoletus,174,1999
52396,1,Centrolabrus exoletus,174,2004
52397,3,Centrolabrus exoletus,174,1998
52401,1,Symphodus melops,174,2007
52403,2,Symphodus melops,174,1995
52408,3,Symphodus melops,174,1998
52409,3,Symphodus melops,174,2004
52410,3,Symphodus melops,174,2005
52411,3,Symphodus melops,174,2006
52414,4,Symphodus melops,174,1996
52415,4,Symphodus melops,174,1997
52416,4,Symphodus melops,174,2000
52420,5,Symphodus melops,174,1999
52421,5,Symphodus melops,174,2001
52422,5,Symphodus melops,174,2003
52423,5,Symphodus melops,174,2008
52426,1,Merlangius merlangus,174,1995
52433,7,Merlangius merlangus,174,2007
52435,10,Merlangius merlangus,174,2006
52436,12,Merlangius merlangus,174,1997
52437,12,Merlangius merlangus,174,2005
52438,19,Merlangius merlangus,174,1996
52442,21,Merlangius merlangus,174,2008
52444,26,Merlangius merlangus,174,2001
52447,33,Merlangius merlangus,174,1999
52448,33,Merlangius merlangus,174,2002
52451,45,Merlangius merlangus,174,2003
52452,53,Merlangius merlangus,174,1998
52454,101,Merlangius merlangus,174,2000
52455,136,Merlangius merlangus,174,2004
52462,1,Eutrigla gurnardus,174,1996
52463,1,Eutrigla gurnardus,174,1997
52464,1,Eutrigla gurnardus,174,1999
52465,1,Eutrigla gurnardus,174,2002
52466,1,Eutrigla gurnardus,174,2006
52467,1,Eutrigla gurnardus,174,2007
52471,4,Eutrigla gurnardus,174,1998
52476,2,Echinoidea,174,2005
52478,2,Crystallogobius linearis,174,2008
52480,3,Crystallogobius linearis,174,2006
52484,4,Crystallogobius linearis,174,2007
52485,1,Pollachius pollachius,174,2007
52490,1,Scomber scombrus,174,2000
52491,21,Scomber scombrus,174,2004
52492,2,Manetyngel unknown,174,2008
52496,5,Manetyngel unknown,174,2007
52499,2,Pleuronectes platessa,174,2003
52514,3,Pomatoschistus minutus,174,1995
52515,3,Pomatoschistus minutus,174,1996
52516,3,Pomatoschistus minutus,174,1997
52517,3,Pomatoschistus minutus,174,1998
52518,3,Pomatoschistus minutus,174,1999
52519,3,Pomatoschistus minutus,174,2000
52520,3,Pomatoschistus minutus,174,2001
52521,3,Pomatoschistus minutus,174,2002
52522,3,Pomatoschistus minutus,174,2003
52523,3,Pomatoschistus minutus,174,2004
52524,3,Pomatoschistus minutus,174,2005
52525,3,Pomatoschistus minutus,174,2006
52526,3,Pomatoschistus minutus,174,2007
52527,3,Pomatoschistus minutus,174,2008
52535,1,Limanda limanda,174,1998
52537,1,Pollachius virens,174,1995
52539,10,Pollachius virens,174,2000
52540,1,Pollachius virens,174,1996
52545,2,Clupea harengus,174,1997
52546,2,Clupea harengus,174,2004
52548,3,Clupea harengus,174,2003
52549,3,Clupea harengus,174,2008
52555,3,Polioptila caerulea,174,1998
52562,1,Platichthys flesus,174,1998
52563,1,Platichthys flesus,174,2000
52564,1,Platichthys flesus,174,2007
52565,1,Platichthys flesus,174,2008
52567,2,Platichthys flesus,174,2003
52568,2,Platichthys flesus,174,2004
52570,1,Scophthalmus rhombus,174,2003
52572,1,Gasterosteidae,174,2001
52578,2,Gasterosteidae,174,1999
52579,2,Gasterosteidae,174,2000
52580,2,Gasterosteidae,174,2006
52581,2,Gasterosteidae,174,2008
52586,3,Gasterosteidae,174,2005
52588,1,Carcinus maenas,174,1995
52592,3,Carcinus maenas,174,2001
52595,2,Palaemon adspersus,174,1995
52596,2,Palaemon adspersus,174,1996
52597,2,Palaemon adspersus,174,2002
52605,3,Palaemon adspersus,174,2001
52606,3,Palaemon adspersus,174,2003
52607,3,Palaemon adspersus,174,2005
52608,3,Palaemon adspersus,174,2008
52615,4,Palaemon adspersus,174,1997
52616,4,Palaemon adspersus,174,1999
52617,4,Palaemon adspersus,174,2000
52618,4,Palaemon adspersus,174,2006
52619,5,Palaemon adspersus,174,1998
52622,1,Trachurus trachurus,174,1998
52623,1,Trachurus trachurus,174,2007
52625,2,Trachurus trachurus,174,2001
52630,3,Trachurus trachurus,174,1999
52631,3,Trachurus trachurus,174,2003
52632,3,Trachurus trachurus,174,2005
52633,3,Trachurus trachurus,174,2008
52637,4,Trachurus trachurus,174,1997
52645,2,Gobiusculus flavescens,174,1996
52646,2,Gobiusculus flavescens,174,1997
52647,2,Gobiusculus flavescens,174,2002
52648,2,Gobiusculus flavescens,174,2007
52649,2,Gobiusculus flavescens,174,2008
52655,3,Gobiusculus flavescens,174,2005
52656,3,Gobiusculus flavescens,174,2006
52662,1,Sygnathus typhle,174,1995
52663,1,Sygnathus typhle,174,1998
52664,1,Sygnathus typhle,174,1999
52665,1,Sygnathus typhle,174,2004
52666,1,Sygnathus typhle,174,2005
52667,1,Sygnathus typhle,174,2006
52671,3,Sygnathus typhle,174,1997
52672,3,Sygnathus typhle,174,2003
52673,4,Sygnathus typhle,174,2000
52675,1,Spinachia spinachia,174,2001
52676,2,Spinachia spinachia,174,2000
52677,3,Spinachia spinachia,174,1998
52679,1,Gadus morhua,174,1999
52680,1,Gadus morhua,174,2006
52685,3,Gadus morhua,174,1996
52686,3,Gadus morhua,174,2000
52689,19,Gadus morhua,174,2003
52695,3,Gadus morhua,174,1995
52696,4,Gadus morhua,174,1998
52699,1,Scorpaenidae,174,2007
52700,1,Scorpaenidae,174,2008
54304,3,Ctenolabrus rupestris,182,1995
54305,3,Ctenolabrus rupestris,182,1996
54306,3,Ctenolabrus rupestris,182,1997
54307,3,Ctenolabrus rupestris,182,1998
54308,3,Ctenolabrus rupestris,182,1999
54309,3,Ctenolabrus rupestris,182,2000
54310,3,Ctenolabrus rupestris,182,2001
54311,3,Ctenolabrus rupestris,182,2002
54312,3,Ctenolabrus rupestris,182,2003
54313,3,Ctenolabrus rupestris,182,2004
54314,3,Ctenolabrus rupestris,182,2005
54315,3,Ctenolabrus rupestris,182,2006
54316,3,Ctenolabrus rupestris,182,2007
54317,3,Ctenolabrus rupestris,182,2008
54331,1,Labrus bergylta,182,1998
54333,2,Labrus bergylta,182,2004
54344,1,Cyanea capillata,182,1995
54370,3,Sprattus sprattus,182,2000
54371,3,Sprattus sprattus,182,2005
54372,3,Sprattus sprattus,182,2008
54381,3,Aurelia aurita,182,1995
54386,1,Centrolabrus exoletus,182,2005
54387,1,Centrolabrus exoletus,182,2006
54391,3,Centrolabrus exoletus,182,2004
54392,5,Centrolabrus exoletus,182,1997
54400,2,Symphodus melops,182,1995
54401,2,Symphodus melops,182,1997
54402,2,Symphodus melops,182,2007
54403,2,Symphodus melops,182,2008
54410,3,Symphodus melops,182,1998
54411,3,Symphodus melops,182,2002
54414,5,Symphodus melops,182,1996
54415,5,Symphodus melops,182,1999
54416,5,Symphodus melops,182,2000
54417,5,Symphodus melops,182,2001
54418,5,Symphodus melops,182,2003
54419,5,Symphodus melops,182,2004
54420,5,Symphodus melops,182,2005
54421,5,Symphodus melops,182,2006
54437,1,Merlangius merlangus,182,1999
54454,3,Merlangius merlangus,182,1996
54455,3,Merlangius merlangus,182,2000
54459,4,Merlangius merlangus,182,1997
54460,4,Merlangius merlangus,182,2002
54461,4,Merlangius merlangus,182,2005
54462,4,Merlangius merlangus,182,2008
54465,5,Merlangius merlangus,182,2007
54468,6,Merlangius merlangus,182,2004
54473,8,Merlangius merlangus,182,2006
54489,20,Merlangius merlangus,182,1995
54496,23,Merlangius merlangus,182,1998
54515,2,Crystallogobius linearis,182,2006
54527,1,Pollachius pollachius,182,1996
54538,3,Pollachius pollachius,182,2007
54547,7,Pollachius pollachius,182,1998
54564,4,Scomber scombrus,182,1996
54565,2,Manetyngel unknown,182,2007
54620,3,Pomatoschistus minutus,182,1995
54621,3,Pomatoschistus minutus,182,1996
54622,3,Pomatoschistus minutus,182,1997
54623,3,Pomatoschistus minutus,182,1998
54624,3,Pomatoschistus minutus,182,1999
54625,3,Pomatoschistus minutus,182,2000
54626,3,Pomatoschistus minutus,182,2001
54627,3,Pomatoschistus minutus,182,2002
54628,3,Pomatoschistus minutus,182,2003
54629,3,Pomatoschistus minutus,182,2004
54630,3,Pomatoschistus minutus,182,2005
54631,3,Pomatoschistus minutus,182,2006
54632,3,Pomatoschistus minutus,182,2007
54633,3,Pomatoschistus minutus,182,2008
54652,1,Pollachius virens,182,2008
54654,2,Pollachius virens,182,1995
54658,14,Pollachius virens,182,2000
54668,2,Clupea harengus,182,2000
54669,2,Clupea harengus,182,2005
54670,2,Clupea harengus,182,2008
54673,1,Salmo trutta,182,2003
54674,1,Salmo trutta,182,2008
54686,3,Polioptila caerulea,182,1998
54687,3,Polioptila caerulea,182,2000
54689,4,Polioptila caerulea,182,2007
54695,2,Asteroidea,182,2008
54707,1,Platichthys flesus,182,1998
54759,3,Gasterosteidae,182,1995
54760,3,Gasterosteidae,182,1996
54761,3,Gasterosteidae,182,1998
54762,3,Gasterosteidae,182,2000
54763,3,Gasterosteidae,182,2004
54764,3,Gasterosteidae,182,2006
54773,4,Gasterosteidae,182,1997
54774,4,Gasterosteidae,182,1999
54775,4,Gasterosteidae,182,2001
54776,4,Gasterosteidae,182,2002
54777,4,Gasterosteidae,182,2003
54778,4,Gasterosteidae,182,2005
54779,4,Gasterosteidae,182,2008
54782,5,Gasterosteidae,182,2007
54789,1,Carcinus maenas,182,1995
54790,1,Carcinus maenas,182,1997
54791,1,Carcinus maenas,182,1999
54792,1,Carcinus maenas,182,2002
54810,3,Carcinus maenas,182,1996
54847,3,Palaemon adspersus,182,2000
54848,3,Palaemon adspersus,182,2005
54849,3,Palaemon adspersus,182,2008
54857,4,Palaemon adspersus,182,1995
54858,4,Palaemon adspersus,182,1998
54859,4,Palaemon adspersus,182,1999
54860,4,Palaemon adspersus,182,2001
54861,4,Palaemon adspersus,182,2003
54862,4,Palaemon adspersus,182,2004
54863,4,Palaemon adspersus,182,2006
54872,5,Palaemon adspersus,182,1996
54873,5,Palaemon adspersus,182,1997
54874,5,Palaemon adspersus,182,2002
54892,2,Gobiusculus flavescens,182,2007
54916,3,Gobiusculus flavescens,182,1997
54917,3,Gobiusculus flavescens,182,2002
54918,3,Gobiusculus flavescens,182,2004
54919,3,Gobiusculus flavescens,182,2005
54920,3,Gobiusculus flavescens,182,2006
54921,3,Gobiusculus flavescens,182,2008
54927,4,Gobiusculus flavescens,182,1996
54928,4,Gobiusculus flavescens,182,1998
54940,1,Sygnathus typhle,182,2003
54966,3,Sygnathus typhle,182,1995
54967,3,Sygnathus typhle,182,2000
54968,3,Sygnathus typhle,182,2004
54969,3,Sygnathus typhle,182,2005
54971,4,Sygnathus typhle,182,1997
54972,4,Sygnathus typhle,182,1998
54973,4,Sygnathus typhle,182,2008
54977,5,Sygnathus typhle,182,1996
54978,5,Sygnathus typhle,182,2001
54979,5,Sygnathus typhle,182,2006
55018,3,Gadus morhua,182,2000
55023,3,Gadus morhua,182,1999
55024,3,Gadus morhua,182,2007
55030,5,Gadus morhua,182,2001
55039,7,Gadus morhua,182,2003
55042,9,Gadus morhua,182,1996
55043,10,Gadus morhua,182,1998
55049,12,Gadus morhua,182,1995
55061,1,Gadus morhua,182,2002
55062,1,Gadus morhua,182,2004
55073,1,Scorpaenidae,182,1996
55074,1,Scorpaenidae,182,1997
55075,1,Scorpaenidae,182,2006
55076,1,Scorpaenidae,182,2008
55078,4,Scorpaenidae,182,1998
55795,1,Anguilla anguilla,185,2000
55796,1,Anguilla anguilla,185,2008
55800,2,Anguilla anguilla,185,1998
55851,3,Ctenolabrus rupestris,185,1995
55852,3,Ctenolabrus rupestris,185,1996
55853,3,Ctenolabrus rupestris,185,1997
55854,3,Ctenolabrus rupestris,185,1998
55855,3,Ctenolabrus rupestris,185,1999
55856,3,Ctenolabrus rupestris,185,2000
55857,3,Ctenolabrus rupestris,185,2001
55858,3,Ctenolabrus rupestris,185,2002
55859,3,Ctenolabrus rupestris,185,2003
55860,3,Ctenolabrus rupestris,185,2005
55861,3,Ctenolabrus rupestris,185,2006
55862,3,Ctenolabrus rupestris,185,2007
55863,3,Ctenolabrus rupestris,185,2008
55877,2,Labrus bergylta,185,2001
55890,1,Cyanea capillata,185,1996
55891,1,Cyanea capillata,185,1997
55893,2,Cyanea capillata,185,1995
55913,3,Aurelia aurita,185,1995
55916,1,Centrolabrus exoletus,185,2004
55917,1,Centrolabrus exoletus,185,2005
55918,3,Centrolabrus exoletus,185,1996
55919,4,Centrolabrus exoletus,185,2001
55923,2,Symphodus melops,185,1998
55924,2,Symphodus melops,185,2005
55932,3,Symphodus melops,185,1996
55933,3,Symphodus melops,185,1999
55934,3,Symphodus melops,185,2002
55935,3,Symphodus melops,185,2003
55936,3,Symphodus melops,185,2006
55937,3,Symphodus melops,185,2007
55938,3,Symphodus melops,185,2008
55940,4,Symphodus melops,185,2004
55942,5,Symphodus melops,185,2000
55943,5,Symphodus melops,185,2001
55952,2,Crangon crangon,185,2000
55960,1,Merlangius merlangus,185,1996
55961,1,Merlangius merlangus,185,2000
55964,2,Merlangius merlangus,185,2003
55968,3,Merlangius merlangus,185,2001
55974,5,Merlangius merlangus,185,1995
55981,5,Merlangius merlangus,185,1999
55984,6,Merlangius merlangus,185,2005
55998,10,Merlangius merlangus,185,2007
56000,11,Merlangius merlangus,185,2002
56017,17,Merlangius merlangus,185,1997
56020,19,Merlangius merlangus,185,2006
56022,20,Merlangius merlangus,185,2008
56026,25,Merlangius merlangus,185,1998
56029,28,Merlangius merlangus,185,2004
56044,2,Crystallogobius linearis,185,1997
56045,2,Crystallogobius linearis,185,2006
56046,3,Crystallogobius linearis,185,2002
56069,2,Pollachius pollachius,185,2007
56087,10,Pollachius pollachius,185,1998
56100,34,Scomber scombrus,185,1996
56155,3,Pomatoschistus minutus,185,1995
56156,3,Pomatoschistus minutus,185,1996
56157,3,Pomatoschistus minutus,185,1997
56158,3,Pomatoschistus minutus,185,1998
56159,3,Pomatoschistus minutus,185,1999
56160,3,Pomatoschistus minutus,185,2000
56161,3,Pomatoschistus minutus,185,2001
56162,3,Pomatoschistus minutus,185,2002
56163,3,Pomatoschistus minutus,185,2003
56164,3,Pomatoschistus minutus,185,2004
56165,3,Pomatoschistus minutus,185,2005
56166,3,Pomatoschistus minutus,185,2006
56167,3,Pomatoschistus minutus,185,2007
56168,3,Pomatoschistus minutus,185,2008
56191,2,Pollachius virens,185,1997
56193,1,Clupea harengus,185,1996
56194,1,Clupea harengus,185,2002
56212,3,Polioptila caerulea,185,2000
56213,5,Polioptila caerulea,185,2007
56234,1,Platichthys flesus,185,1996
56235,1,Platichthys flesus,185,2008
56240,2,Platichthys flesus,185,1998
56248,3,Platichthys flesus,185,2000
56297,3,Gasterosteidae,185,1995
56298,3,Gasterosteidae,185,1997
56299,3,Gasterosteidae,185,2001
56300,3,Gasterosteidae,185,2004
56301,3,Gasterosteidae,185,2006
